Time,Movement,position,velocity,torque,currentMotor,voltage,temperatureMotor,temperatureCore
08:02:23,movement_7,344.0010681152344,-0.004190967418253422,-9.413494110107422,2.365227460861206,23.714868545532227,35.59341049194336,48.26771545410156
08:02:25,movement_1,347.7850341796875,-0.0075072310864925385,-8.176684379577637,2.054443359375,23.747386932373047,35.62249755859375,48.26771545410156
08:02:27,movement_2,336.9202575683594,-0.005217409692704678,-5.6114501953125,1.410487413406372,23.714868545532227,35.555633544921875,48.26771545410156
08:02:28,movement_3,347.79119873046875,-0.015156368725001812,-8.428627014160156,2.118128538131714,23.747386932373047,35.647216796875,47.952754974365234
08:02:32,movement_4,293.22674560546875,-0.06272661685943604,-11.383227348327637,2.8601999282836914,23.722997665405273,35.594871520996094,48.26771545410156
08:02:33,movement_5,287.98779296875,-0.16085411608219147,-12.413901329040527,3.1190919876098633,23.714868545532227,35.65739822387695,48.26771545410156
08:02:35,movement_6,293.2987060546875,-0.020418062806129456,-15.597540855407715,3.9193222522735596,23.706737518310547,35.5527229309082,48.26771545410156
08:02:38,movement_7,344.003173828125,-0.010477778501808643,-9.298974990844727,2.33648943901062,23.714868545532227,35.708274841308594,48.26771545410156
08:02:40,movement_1,347.78546142578125,-0.003640991635620594,-8.314107894897461,2.089359998703003,23.722997665405273,35.706825256347656,48.26771545410156
08:02:42,movement_2,336.9201354980469,-0.0013811858370900154,-5.3595075607299805,1.3466222286224365,23.6986083984375,35.674835205078125,48.58267593383789
08:02:43,movement_3,347.79058837890625,-0.0062287128530442715,-8.772185325622559,2.2040741443634033,23.755517959594727,35.767879486083984,47.952754974365234
08:02:47,movement_4,293.2427673339844,-0.10443277657032013,-10.558688163757324,2.653442144393921,23.714868545532227,35.654483795166016,48.58267593383789
08:02:48,movement_5,287.99212646484375,-0.08434464037418365,-12.25357437133789,3.0789222717285156,23.714868545532227,35.69955062866211,48.26771545410156
08:02:50,movement_6,293.299072265625,-0.017902132123708725,-15.712060928344727,3.9480934143066406,23.714868545532227,35.67919921875,48.26771545410156
08:02:53,movement_7,344.0102233886719,-0.00463908351957798,-8.932513236999512,2.2443792819976807,23.69047737121582,35.6937370300293,48.58267593383789
08:02:55,movement_1,347.7852478027344,-0.009653533808887005,-8.337011337280273,2.094852924346924,23.747386932373047,35.75044250488281,47.952754974365234
08:02:57,movement_2,336.92041015625,-0.00303542148321867,-5.519834995269775,1.3869050741195679,23.7392578125,35.72862243652344,48.58267593383789
08:02:58,movement_3,347.791259765625,-0.010121610946953297,-8.772185325622559,2.2040741443634033,23.747386932373047,35.703914642333984,48.26771545410156
08:03:02,movement_4,293.23858642578125,-0.18198753893375397,-10.879342079162598,2.735253095626831,23.714868545532227,35.69227981567383,47.952754974365234
08:03:03,movement_5,287.996826171875,0.002222855109721422,-12.184863090515137,3.0615451335906982,23.682348251342773,35.79987335205078,48.26771545410156
08:03:05,movement_6,293.2991943359375,-0.02599145472049713,-15.712060928344727,3.9478588104248047,23.69047737121582,35.807132720947266,48.26771545410156
08:03:08,movement_7,344.00299072265625,-0.011373363435268402,-9.36768627166748,2.354140281677246,23.714868545532227,35.789676666259766,48.58267593383789
08:03:10,movement_1,347.7850036621094,-0.004804152529686689,-8.405722618103027,2.1121160984039307,23.755517959594727,35.796958923339844,48.26771545410156
08:03:12,movement_2,336.9205017089844,-0.002001648535951972,-5.542738437652588,1.3926596641540527,23.722997665405273,35.81005096435547,47.952754974365234
08:03:13,movement_3,347.79168701171875,-0.0021086744964122772,-8.657666206359863,2.175361394882202,23.714868545532227,35.86964416503906,48.26771545410156
08:03:17,movement_4,293.2426452636719,-0.1085740178823471,-10.65030288696289,2.676574230194092,23.706737518310547,35.80131912231445,48.26771545410156
08:03:18,movement_5,287.99676513671875,0.009798023849725723,-12.070343971252441,3.032771348953247,23.714868545532227,35.86383819580078,48.26771545410156
08:03:20,movement_6,293.299072265625,-0.021175382658839226,-15.666253089904785,3.936311721801758,23.706737518310547,35.85074996948242,48.26771545410156
08:03:23,movement_7,344.0027770996094,-0.011482098139822483,-9.207358360290527,2.3134140968322754,23.714868545532227,35.81439971923828,48.26771545410156
